title,author,year,abstract
"""no Refuge in Complacency""",Anderson B.,2020,
Letter to the Editor,Lockard K.,2020,
Partners for Preservation: Advancing Digital Preservation through Cross-Community Collaboration,Oldham K.M.,2020,
Advocacy and Awareness for Archivists,Bitter J.,2020,
Trusting Records in the Cloud,Shallcross M.,2020,
"Working: Researching, Interviewing, Writing",Harper D.,2020,
Growth and Transition in a Time of Uncertainty,Lee C.A.,2020,
Viral Networks: Connecting Digital Humanities and Medical History,Garwood D.A.,2020,
"From Datum to Databases: Digital Humanities, Slavery, and Archival Reparations",Nowatzki R.,2020,"This article examines several projects that apply digital technologies to the study of transatlantic slavery and assesses the potential benefits of these projects while also noting their limitations. It argues that despite the absence of race, and specifically African American history and culture, in much digital humanities scholarship, the study of slavery has been considerably enhanced and transformed by the work of archivists and digital humanities scholars who apply digital technologies to the study and representation of slavery and enslaved people. This subject must continue to be studied so that we understand not only the past but also slavery's impact on the present. Digital technologies such as databases and geographic information system mapping have been useful in helping us understand this chapter of human history more fully and in new ways. Digital applications to archival materials relating to transatlantic slavery not only increase access to these materials for students and researchers, but also offer ways of obtaining new insights into this topic. However, to enhance our understanding of the history of slavery and to be effective agents of progressive social change, such initiatives should be cognizant of how data analysis can be driven by false assumptions of neutrality and can unwittingly contribute to the reification and dehumanization of people of African descent that was characteristic of transatlantic slavery. Digital humanities as a field should both continue such digitizing initiatives and also use digital tools to create critical analyses of oppressive hierarchies to weaken or destroy them."
Reimagining Instruction in Special Collections: The Special Case of Haiti,Warren K.E.,2020,"A growing body of literature has developed around critical archival instruction and archivists as educators. This development demonstrates the pedagogical evolution beyond show-and-tell sessions to critical approaches in archival instruction and specific standards in archival literacy. This article provides a cross-disciplinary discussion of an approach to archival instruction. Also included is a reimagined instruction session using a fragmentary collection from the Saint-Domingue/Haiti colonial administration. Stories of the enslaved are usually marked by death and brutality. But Haiti's is a story of triumph; though fleeting, a victory nonetheless. When instructors decolonize archival instruction, they bring the past into the present and the future. The Haitian Revolution was a large-scale revolt by enslaved Africans, and it was also directly connected to the expansion of the United States. Archival instructors should encourage students to reimagine the stories told from the Saint-Domingue colonial administration collection and from any colonial collections that may be under their care."
Participatory Archives: Theory and Practice,Alaoui S.,2020,
Preservation and Access for Born-digital Electronic Records: The Case for an Institutional Digital Content Format Registry,Rimkus K.R.,2020,"Since 2014, the University of Illinois at Urbana-Champaign Library has taken custody of a growing number of collections of ""born-digital"" records, largely through the University Archives. These collections comprise a panoply of digital content formats, ranging from those in common use to obscure varieties from the early days of personal computing. As such, they pose a challenge to digital preservation and access. Knowing what software to use to open files in formats that have fallen out of use is often difficult, let alone installing obsolete software on contemporary operating systems. At the same time, the sheer bulk of collections, as well as an accelerating rate of born-digital accessions from faculty and campus offices, makes it difficult to assess these files at the time of acquisition. These challenges suggest the need for preservation policies on digital formats in collections of electronic records, as well as for firsthand knowledge of the software required to facilitate curator control over and patron access to these collections. This article presents an overview of an evolving approach taken by archivists and librarians at the University of Illinois at Urbana-Champaign to build the policies, technical knowledge, and systems for an effective preservation and access program for electronic records. Their implementation of a local digital content format registry, while young, suggests that archivists and digital preservationists would benefit from further development of tools and practices focused on born-digital formats, and the thoughtful integration of institutional knowledge with international format registries."
Reviews in Reflection,Anderson B.,2021,
"Design and Social Change: An Architectural History of the University of California, Santa Barbara",Larson J.D.,2021,"The University of California, Santa Barbara (UCSB), campus as it stands today appears as an architectural mash-up of midcentury modern institutional buildings, both low rise and high rise; a smattering of World War II-era wooden buildings; 1970s-style double wide trailers; and new science buildings built by a who's who of internationally famous architects. In this case study, the author shows how the UCSB campus's architectural history mirrors the post-World War II boom in educational facilities throughout California and the social, cultural, and architectural history of the region as a whole. The key to discovering this history is archival research, both at the University Archives at the UCSB Library, as well as at the architecture-specific Architecture and Design Collection at the Art, Design & Architecture Museum on campus. In this case study, the author explains how the architectural history can be traced through the archival records to more fully understand the history of the campus."
The Innovation Delusion: How Our Obsession with the New Has Disrupted the Work That Matters Most,Owens T.,2021,
Learning from Las Vegas: Adapting Workflows for Managing Born-Digital Design Records,Kim T.,2021,"Architecture collections have been a mainstay for Special Collections and Archives at the University of Nevada, Las Vegas (UNLV SCA), since the late 1970s. Until 2017, most architecture collections in Special Collections and Archives have consisted of physical records. In recent years, curators began acquiring architecture collections with significant born-digital content, which present unique challenges different from other types of born-digital materials. This case study discusses how staff adapted existing workflows for born-digital materials to process and describe two collections comprised of born-digital architecture and design records. The authors also describe how UNLV SCA provides access to proprietary design files through the creation of access surrogates. Lessons learned from adapting workflows and processing these collections are detailed, as well as future steps for continuing the development of workflows and policies for managing born-digital architecture and design records."
"Counterweight: Helen Samuels, Archival Decolonization, and Social License",Bak G.,2021,"Helen Samuels sought to document institutions in society by adding to official archives counterweights of private records and archivist-created records such as oral histories. In this way, she recognized and sought to mitigate biases that arise from institution-centric application of archival functionalism. Samuels's thinking emerged from a late-Twentieth-century consensus on the social license for archival appraisal, which formed around the work of West German archivist Hans Booms, who wrote, ""If there is indeed anything or anyone qualified to lend legitimacy to archival appraisal, it is society itself."" Today, archivists require renewed social license in light of acknowledgment that North American governments and institutions sought to open lands for settlement and for exploitation of natural resources by removing or eliminating Indigenous peoples. Can a society be said to ""lend legitimacy"" to archival appraisal when it has grossly violated human, civil, and Indigenous rights? Starting from the question of how to create an adequate archives of Canada's Indigenous residential school system, the author locates Samuels's work amid other late-Twentieth-century work on appraisal and asks how far her thinking can take us in pursuit of archival decolonization."
Working Toward Best Practices for Design Records,Quagliaroli J.,2021,
The Filing Cabinet: A Vertical History of Information,Oestreicher C.,2021,
Our Comeback Story: Impostor Syndrome in the Archival Profession,Anderson-Zorn A.K.,2021,"In 2019, a group of archivists participated in two conference sessions focused on impostor syndrome in the archives field. Though no comprehensive study on impostor syndrome has been undertaken in the archives profession, the authors listened to numerous stories of the phenomenon among audience members. This perspectives article considers the presence and impact of impostor syndrome in the archives field. The authors define the phenomenon, review literature on its influences in the information science profession, include stories of archives professionals working with impostor syndrome, and offer suggestions for working through impostor syndrome."
Archivists at Work: Stress and Mood Effects in a Gendered Profession,Chinery K.,2021,"Although much has been written about both the gendering of the archival profession and how gender impacts work in society, empirical data are insufficient to document how they combine to specifically influence archivists and archival work. This study examines gender differences as a factor in individual and work-site characteristics of archivists. Six central questions are used to explore the role of gender in the intensity or stressfulness of work, organizational climate where archival work is done, administrative support for archivists, and mood. Methodology, results, and suggestions for future research are presented."
"Archives, Recordkeeping, and Social Justice",Wilson L.,2021,
Burning the Books: A History of Knowledge Under Attack,Houlihan B.,2021,
Teaching with Drawings: Primary Source Instruction with Architecture Archives,Quagliaroli J.,2021,"Architectural archival collections contain a wide variety of documents and materials that are effective teaching tools for primary source instruction. Sketches, design and construction drawings, material samples, models, and photographs are just some of the collection materials one may find in an architecture archives. However, architecture archivists are not formally trained to teach with these collections. The authors examine the gap in professional and scholarly literature on teaching with these specific materials and consider this in comparison to the rich literature on teaching with primary sources more broadly. They discuss the pedagogical models they have applied in their instruction work and how these support the information-seeking habits and research needs of architecture faculty and design students. By contributing to the growing body of literature on teaching with special collections in this specific subject area, the authors hope to elevate the skills and expertise that architecture archivists bring to the field."
Of Grasshoppers and Rhinos: A Visual Literacy Approach to Born-Digital Design Records,Leventhal A.,2021,"This article explores the area of born-digital design records and visual literacy with an aim of demystifying these records and empowering archivists to appraise, describe, preserve, and provide access to them. It does so in a stepwise manner, guiding the archivist or researcher through the process of preparing, opening, viewing, exploring, and understanding these files. While at first the technical aspects of born-digital design records, such as computer-Aided design (CAD) and building information modeling (BIM), can seem challenging, archivists should not be deterred. The article introduces crucial historical context and a methodology for unpacking the contents of born-digital design records, which together enable archivists to better see and decipher their significance and meaning. Also discussed are records creators, software preferences, processing workflows, and the visual interpretation of rendered images and the software interfaces. This then leads to a discussion around how to contextualize and understand the built form being communicated through drawings and models. The article also points to the array of teaching tools and interest groups that support archivists who wish to learn about the design community's practices, with the aim of lowering the barrier to engagement with these records. Visual literacy should be recognized as a vital skill, useful both in understanding these records and in decision-making around retention and preservation, so that stories of the places and people they reflect can be told."
Laying a Foundation for Digital Collections at the Property Information Resource Center,Anderson A.,2021,"Over a decade ago, the Harvard University Property Information Resource Center (PIRC) began digitizing its entire collection of more than a hundred thousand architectural drawings documenting the construction of the oldest university in the United States. Challenges and successes materialized throughout the project relating to the PIRC's mission, service level, and collection dependencies. Continuing to meet users' demanding needs while learning and revising best practices was ambitious yet ultimately achievable. In addition to producing high-quality images for digital preservation, secondary positive outcomes of the project were the conservation of drawings, improvements to the reference process, and the ability to expand these services beyond the traditional user group. To achieve the project goals, staff created a flexible workflow that ameliorated the condition of physical drawings in the collection while allowing them to uphold an established user service level agreement."
Off the Record,Lowry J.,2021,
Writing as an Act of Community,Cary A.C.,2021,
Recordkeeping Cultures,Alaoui S.,2021,
Archivists and Architects: A Case Study on Mitigating Design Cataloging Challenges through Copyright Outreach,Biggers C.,2021,"For many archives working to publish collections online, securing copyright is a time-consuming challenge. What if the labor-intensive process of copyright outreach could be designed to increase the yield of staff time and add value to collection metadata? This case study explores an effort at the Irwin S. Chanin School of Architecture Archive of The Cooper Union to combine copyright outreach with author-generated metadata in an attempt to address common architectural record cataloging challenges. Specifically, the study looks at direct correspondence with creators as an opportunity to both secure permission to publish copyrighted materials and to fill descriptive holes in subject, title, caption, image orientation, and authorized name. This article further studies the feasibility of combining two labor-intensive processes, discusses a preliminary and revised workflow, and evaluates the practicality and value of corresponding with over eight hundred individuals."
Advancing Preservation for Archives and Manuscripts,Drewes J.,2021,
Design Records Appraisal Tool,Leventhal A.,2021,"A common obstacle during the appraisal of design records is the specialized vernacular creators use to describe them. As a result, archival professionals may feel unprepared for discussions with potential donors while acquiring these distinct and sometimes problematic materials. Using authoritative architectural and archival sources, the authors expanded on existing literature to develop appraisal grid templates that generally align with different collecting institutions' missions and overarching development and retention policies and created a consolidated and comprehensive glossary of design phases, categories, and definitions to use as a reference. The authors hope that this resource will assist those who are unfamiliar with the design process to interpret disparate design record types, to inform the appraisal process, and ultimately, to make accessioning decisions."
Record-Making and Record-Keeping in Early Societies,Smith J.,2021,
The Broad Scope of Design Records,Trivette K.,2021,
Archival Engagements with Wicked Problems,Wilczek E.,2021,"The concept of wicked problems can be used as a frame for enriching archivists' understanding of the societal challenges they are confronting in their work. This article explores the core tenets and intellectual history of the concept, looking at the origins of the term; its uses in design, planning, and various policy domains; and recent critiques of the concept. Using examples of archival engagements with the challenges of policing in underserved communities, refugees, child welfare, and climate change, this article examines the role of records and recordkeeping systems in wicked problems and how archivists have used community engagement as a core tenet of how to approach these societal challenges. These engagements also illustrate how grappling with wicked problems can change the practices, theories, and self-Awareness of the profession itself."
"Surveying as Unsettlement: The Protocols Alignment Survey at the University of Nevada, Reno",Anderson K.,2021,"This article describes a collections survey project undertaken by the staff of the University Libraries' Special Collections and University Archives Department at the University of Nevada, Reno, to begin the archives' alignment with the Protocols for Native American Archival Materials. The method devised to survey the collection is assessed for its validity and potential application to further survey work. The analysis of the Protocols alignment survey as a case study also offers insights about critical self-reflection and ways for non-Indigenous archivists to strive toward social justice and Protocols alignment using existing discovery and description frameworks as a starting point."
Dusting off that Old Projector: Preservation through Projection,Gordon M.,2021,"""Dusting Off that Old Projector: Preservation through Projection""makes the case that institutions that hold film prints and projectors-especially rarities, one-offs, and nonstandard gauges-should consider projecting films in an effort to preserve and perpetuate knowledge about the history of film technology. The authors use the success of Home Movie Day as a model for considering preservation through projection and to question absolutist protective strategies. Their aim is to expand the way that archivists, scholars, and the general public think about the significance of unusual film formats and equipment in relation to film history."
Providing Restricted Access to Mental Health Archives within Government Archives: The Subject Stakeholder,Galloway P.,2021,"Since 2010, the author has been part of the Central State Hospital (CSH) Digital Library and Archives Project to digitize records from the first state psychiatric hospital for African Americans, founded in 1870 in Virginia at the pleadings of the Freedman's Bureau and run by the state since then.1 Many of the records of this hospital not yet accessioned by the Library of Virginia have now been digitized, and this project is working on a set of tools for lawful access, including one that can be used for automated redaction to protect sensitive data while responding to the needs of different stakeholder groups. Project participants were especially concerned about understanding the communities that have grown up around state-run psychiatric hospitals, as the project was done at the request of the hospital. The proposed plan is to work with the Central State Hospital and the Library of Virginia to provide the project materials to both. The records that were chosen to be digitized included the minutes of the people who first ran the hospital as well as the registers kept on the patients, which differ over time.2 In the past ten to fifteen years, professional discussion about community archives has responded to communities' desires to build their own archives so that they can be treated fairly, especially with reference to records created about them and kept by others, including records found in state archives."
"Context Lost: Digital Surrogates, Their Physical Counterparts, and the Metadata that Is Keeping Them Apart",Force D.C.,2021,"The digitization of archival collections has become ubiquitous in the modern age. Contrary to the prevalence and popularity of these virtual collections, they are not without their limitations. Archivists have not sufficiently addressed the relationship between digital surrogates and their original objects. This article reviews a project undertaken by the authors who examined forty-two digitized archival collections from seven midwestern states. The study sought to determine whether digital surrogates include sufficient metadata to enable the viewer to understand that the virtual object is a representation of a physical object, that the physical object may be accessed, and that the physical object is part of a larger collection. The article concludes that the metadata fields used to describe digital surrogates vary across repositories, as well as within the institutions; and that very little metadata provides strong connections between the virtual images and the physical materials they represent. The authors conclude by providing recommendations for how archivists might improve the linkages between digital surrogates and their physical counterparts."
Bit Rosie: A Case Study in Transforming Web-Based Multimedia Research into Digital Archives,Fournet A.,2021,"This article is a case study in transforming web-based multimedia research initiatives into digital institutional archives to safeguard against the unstable nature of the Internet as a long-term historical medium. The study examines the Bit Rosie digital archives at the New York University Fales Library, which was created as a collaboration between a doctoral researcher in ethnomusicology and the head music librarian at the Avery Fisher Center for Music and Media. The article analyzes how the Bit Rosie archives implements elements of both feminist and activist archival practice in a born-digital context to integrate overlooked women music producers into the archives of the recorded music industry. The case study illustrates how collaboration between cultural creators, researchers, and archivists can give legitimacy and longevity to projects and voices of cultural resistance in the internet era. To conclude, the article suggests that more researchers and university libraries can use this case study as a model in setting up institutional archival homes for the increasing number of multimedia initiatives and projects blossoming throughout the humanities and social sciences."
How to Wrangle Multiple Discrete Collections from One Donor: A Case Study of the Subject-based Physical and Digital Consolidation of the Wade Hall Collections,Gentry L.M.,2021,"The authors examined the Wade Hall Consolidation Project at the University of Alabama Libraries Special Collections. The project involved the physical consolidation of more than 1,400 small, discrete collections donated by Wade Hall into larger, subject-based collections along with the merger of 287 existing digital collections to mirror the physical arrangement. This project's goal was to improve access to and discovery of these collections by researchers. During physical consolidation, the archivists created subject-based collections with new finding aids and addressed issues including unclear provenance, legacy descriptions, inaccurate metadata, varying levels of processing, and lack of alignment with current archival best practices and standards. Digital consolidation of existing digital collections coincided with the migration to a new digital asset management system and presented its own challenges, including legacy descriptions, metadata transformation, digital preservation, and dealing with existing metadata shared on the Digital Public Library of America (DPLA) and other multi-institutional digital content aggregators. The authors sought to fill the gap in the literature concerning the consolidation of physical and digital collections and to provide guidance to others considering a consolidation project."
Something New,Cary A.C.,2021,
Archival Returns: Central Australia and Beyond,Marsh D.E.,2021,
“All Shook Up”: The Archival Legacy of Terry Cook,Blouin F.X.,2021,
Archives and Special Collections as Sites of Contestation,Lowe C.V.,2021,
Zwölf Wege ins Archiv. Umrisse einer offenen und praktischen Archivwissenschaft,Hering K.,2021,
WE Are SAA,Evans M.R.,2021,
Producing the Archival Body,Watson B.M.,2021,
Reviewing the Past,Anderson B.,2021,
Distant Horizons: Digital Evidence and Literary Change,Green H.,2021,
Documenting Disability History in Western Pennsylvania,Malley B.,2021,"Disability history is everyone’s history. However, existing archival literature on disability focuses almost exclusively on issues of accessibility. Relatively little has been written on the challenges and opportunities present in strengthening disability history representation in archives. The author uses their experience as a contractor for a regional nonprofit to explore the nature of working with community members to strengthen disability history representation in archives and proposes documentation strategy as an ideal framework for such collaborations."
Reference and Access for Archives and Manuscripts,Scott K.,2021,
Transparência e opacidade do estado no Brasil: Usos e desusos da informação governamental,Franco S.,2021,
"A Future in Ruins: UNESCO, World Heritage, and the Dream of Peace",Van Zandt L.,2021,
Documenting Rebellions: A Study of Four Lesbian and Gay Archives in Queer Times,Rawson K.J.,2021,
Professional Career Building in the Archival Field: Studying the Archives Leadership Institute,Soyka H.,2022,"This article explores the ongoing and long-Term impacts of programs that support new modes of professional growth, particularly cohort-based programs that focus on the goals of community and network building, through a case study of the Archives Leadership Institute (ALI). This study seeks to understand how and why programs such as ALI assist and support archivists with their professional careers and wonders about the ways in which the profession benefits more broadly from programs like this. Ultimately, this article finds that programs such as ALI often benefit the professional careers of individual archivists, but that the broader impact for the field merits additional consideration and thought. Finally, this article draws together patterns, feedback, challenges, and suggestions for thinking about and developing future initiatives that support the growth of the archival field."
Redesigning Program Assessment for Teaching with Primary Sources: Understanding the Impacts of Our Work,Hoyer J.,2022,"This article describes how redesigning a program s assessment practices for teaching with primary sources (TPS) can provide a clear framework for talking about the impact of educators work in archives and can provide feedback on how to refine instruction practices for greater results. The authors share a description of their assessment redesign process accompanied by analysis of the implementation of our new assessment tool in the hope others will consider the design and goals of their own assessment practices. The authors work demonstrates that reflection on existing tools, development of new goals, and design of new assessment strategies can yield inspiring new data on program impact and highlight areas for improvement. By illustrating the authors redesign process, this article also demonstrates the types of impacts and outcomes that educators can measure for TPS and points to the huge potential of TPS in local history contexts and elsewhere. The authors revised student assessment moved archives staff from relying on self-reported, affect-focused data to better understanding the outcomes of their work with students: The impact of project-based learning in archives; the value that students find in various aspects of their encounters with archives; the role that TPS in local history contexts plays in connecting students to their community; and the transferability of research skills that students learn through TPS activities."
The Social Movement Archive,Podolsky L.,2022,
A Time to Gather: Archives and the Control of Jewish Culture,Naron J.,2022,
"Awful Archives: Conspiracy Theory, Rhetoric, and Acts of Evidence",Engel E.E.,2022,
Level Up! Lessons Learned from Six Years of Collaborative Technical Skills Development,Eckard M.,2022,"As academic and cultural heritage institutions increasingly offer digital collections and services, technical upskilling the process of acquiring and/or expanding technical skills has moved from an individual prerogative to an institutional imperative. In this publication, the authors share their experiences with, and lessons learned from, a series of four collaborative technical skills development initiatives the ArchivesSpace-Archivematica-DSpace Workflow Integration Project (2014 2016), a series of Curation Team Workshops (2015), a Technical Skills Pilot Project (2017 2018), and the development of a Bentley Audiovisual Quality Control Utility (2019) at the University of Michigan Bentley Historical Library. In doing so, the authors advocate for the value of increasing the technical literacy and skills of entire teams/units (as opposed to focusing on the development of individual skills) and provide information and best practices that will enable and empower other institutions to undertake similar initiatives. They conclude by making the case for organizational cultures that value learning together."
"""and You May Ask Yourself, 'Well, How Did i Get Here'""",Cary A.C.,2022,
Reference Staffing and Scheduling Models in Archives and Special Collections: A Survey Analysis of Prepandemic Practices,Hawk A.K.,2022,"Reference services form the core function of any type of library. Even when faced with shrinking budgets and staff sizes, library and archives workers continue to provide reference services to meet the demands of researchers. Yet a critical analysis of the internal systems used for archival and special collections reference work is lacking compared to the robust body of research about users of collection materials. This article presents findings from a national survey about reference staffing and scheduling models in archival and special collections repositories conducted immediately prior to the onset of the COVID-19 pandemic. The survey data revealed specific models for staffing and scheduling used by participating institutions, respondents level of satisfaction with staffing and scheduling models, and the most common challenges and successes related to reference services. The responses also conveyed information about the number of special collections and archives staff participating in reference services, the average length and frequency of shifts, and typical service hours. The findings indicated overall satisfaction among respondents in terms of their unit s staffing and scheduling models, with larger institutions reporting higher satisfaction rates across all categories than smaller institutions. Yet many survey participants reported budget constraints and staffing shortages that negatively impact public services operations. Although the results do not pinpoint a single approach to reference staffing and scheduling that will work for all archives and special collections units, qualitative responses suggest that successful reference models depend on sufficient staffing, internal buy-in and cooperation among employees, and support from supervisors and administration."
"""together We Are Strong"": Emergency Associations for the Protection of Germany's Cultural Heritage",Jedlitschka R.,2022,"This article presents an overview of the creation and development of emergency associations for the protection of archives, libraries, and museums in Germany. This is a response to several wake-up calls, notably the Elbe floods of 2002, the destruction by fire of a significant portion of the Duchess Anna Amalia Library in Weimar in 2004, and the collapse of the Cologne City Archive building in 2009. The emergency associations have come together on a voluntary basis to offer mutual support in the event of natural and human-made disasters. Drawing on the experience of the Augsburg association founded in 2015, the author explains the role and success of the new networks. Annual meetings have consolidated regional and nationwide collaboration, and deepened experience and preparedness. Training courses and major incident exercises with fire services as well as the German Federal Agency for Technical Relief form the bedrock of the cooperation."
Exploring the Current State of North American Graduate Archival Education,Zhang J.,2022,"This article analyzes 65 North American graduate archival education programs course listings against current professional standards as crystallized in the 2016 Guidelines for a Graduate Program in Archival Studies (GPAS). The study addresses the following research questions: 1) What types of programs list graduate archival education courses?, 2) What types of courses do these graduate archival programs currently list?, 3) To what extent do archival programs courses conform to GPAS?, and 4) What are the implications of a program s conforming or not conforming to GPAS? The authors findings indicate an overriding tendency for graduate archival education programs to be hosted by LIS programs, especially under the auspices of iSchools. They identified a great diversity of graduate archival education programs and course listing combinations. Most important, they analyzed the archival curriculum coverage of 65 graduate archival programs to discern conformance with GPAS curriculum requirements. Although their findings may be used by programs for self-study, they also call into question the overall utility of GPAS and suggest the need for a more flexible approach."
"More Data, Less Process: A User-Centered Approach to Email and Born-Digital Archives",Jaillant L.,2022,"The overall aim of this article is to push for access to born-digital archives, including email archives. It argues that the digital revolution has led to huge changes, but it also brought us back to an earlier situation. The world of big (digital) data is not so different from the world of big (paper) data. There is a danger of repeating the mistakes that were made in the twentieth century with large paper archives, which have often remained uncataloged, hidden, and inaccessible to users. The first section looks at the impact of the More Product, Less Process (MPLP) movement on archival repositories over the past fifteen years. Originally conceived as a response to the huge increase in paper records and uncataloged collections, MPLP has been increasingly applied to digitized collections to increase access. However, few institutions have applied MPLP to born-digital collections, and accessibility remains a huge problem. In the next section, this article presents the kind of research that can be done once access to these born-digital collections is achieved. The final section examines the MPLP approach in relation to artificial intelligence/machine learning."
"Tales from ""tHE disK FILES"": Lessons Learnt from a Data Recovery Project in 2003-2006 at the National Archives of Australia",Pearson D.,2022,"This case study re-evaluates a large-scale project carried out by the National Archives of Australia (NAA) between 2003 and 2006. The project aimed to identify obsolete digital media (physical data carriers) in its collection and to describe and recover the data from the carriers using a third-party data recovery provider.1 A detailed process for data recovery was developed that included the capture of a full audit trail of steps in the data recovery process. The project was completed in four stages: phase 1 obtained bit-level images from the carriers; phase 2 extracted individual bit-files from the carriers; phase 3 identified duplicate files and proprietary or complex file formats; and phase 4 was a final report that documented processes, made recommendations on future processes, and provided lessons learned. Recent work described in this article indicates that files extracted from the carriers in 2004 2005 can be accurately rendered in current computer environments. The ongoing significance of the project is that it is an early demonstration of the success of bit-level preservation and the need to create disk images as part of a preservation workflow, suggesting a sustainable methodology for digital preservation. The project also influenced archival policy at the NAA and influenced the development of subsequent software tools that became widely known in the broader digital preservation community. The focus on archival principles of authenticity, integrity, chain of custody, and provenance of the recovered records were key learnings to ensuring long-Term access and usability. Finally, the metrics resulting from the project, for example, rates of readable carriers and rates of data recovery by carrier type, are useful data from a point in time that correspond quite closely to similar data recovery projects undertaken by other institutions at about the same time and provide a benchmark for future research."
Toward Metaliteracy and Transliteracy in the History Classroom: A Case Study among Underserved Students,Cobourn A.B.,2022,"In the last twenty years, scholars have reimagined information literacy to better address an overly saturated world of information and the growing participatory culture of Web 2.0. Outside of library and information science (LIS), researchers have promoted transliteracy the intersection between information, visual, digital, and other literacies to help students find and assess information. Within the LIS discipline, metaliteracy has provided a foundation to rethink information literacy frameworks, redefining students as creators who produce and share information. Relatively few studies exist, however, on how to leverage literacies in support of student digital scholarship projects. Likewise, digital humanities professors promote metaliteracy in the classroom, yet fewer scholars create digital humanities projects or write case studies about them outside of research institutions, prestigious private colleges, and larger, well-established public history programs. This case study examines a class project for a small undergraduate Introduction to Public History course at Texas A&M University Corpus Christi (TAMU CC), a regional university with a comparatively large population of historically underserved students. Working with one archivist, two librarians, and the professor, students established a digital home for the ongoing South Texas Stories oral history project. Through this project, students learned and practiced various aspects of primary source literacy, information literacy, visual literacy, and digital literacy. The authors argue that such digital projects promote both metaliteracy and transliteracy, offering students a holistic learning experience during which they can practice their skills and that these types of projects are feasible at all kinds of institutions, even those with largely historically underserved populations."
Finding Aid Aggregation: Toward a Robust Future,Allison-Bunnell J.,2022,"Over the last twenty-five years, cultural heritage professionals have formed aggregations of finding aids, digital object metadata, or related forms of description in order to overcome barriers to creating and presenting structured, consistent, and interoperable description and to enable expanded access. Now most of these aggregators are struggling to update their infrastructure, meet user needs for access to archival collections, and engage with some of the most promising conceptual, technical, and structural advances in the field. In 2018 2019, the ""Toward a National Archival Finding Aid Network"" planning initiative identified what aggregation has accomplished, articulated the key challenges facing aggregators, identified which areas could benefit from collaborative work, and created a vision for that work. With the near-completion of a research and demonstration by the California Digital Library, ""Building a National Finding Aid Network"" (NAFAN), the project and the archival profession have an opportunity to learn from the past and transform access to cultural heritage. However, none of the large-scale aggregations in the United States present a viable model for sustainability. Sustainability will become possible if they overcome the factors that have limited the success of aggregation so far. These include an over-focus on implementing new technical standards and infrastructure and under-focus on the real limitations: lack of knowledge of end user needs and attempting to accomplish too much without the needed resources. By drawing on both the background research described in this article and the further research conducted during the current NAFAN project, this and other cultural heritage enterprises have an opportunity to create a future in which access to cultural heritage is equalized and expanded for both institutions and end users."
Who Is This Godot the Academy of Certified Archivists and Graduate Archival Education,Todd-Diaz A.,2022,"Since the 1936 founding of the Society of American Archivists, the archival field has struggled with the challenges inhering in professionalization, namely the merits or demerits of institutional or individual accreditation or certification. In 1989, SAA helped establish the Academy of Certified Archivists (ACA), which confers individual certification by written examination. In 1993, ACA modified its bylaws to require graduate education to be eligible for the exam. But, although a relationship clearly exists between certification and education, scholars have not explored, much less profited from, the insights of archival educators. This qualitative case study uses semistructured interviews with thirty-Three tenure-Track or tenured faculty program directors from graduate archival programs across North America to understand how educators perceive and address certification. Findings reveal that educators are ambivalent about certification, its relationship to graduate education, and its vocational value. The authors discuss the implications of these findings and offer suggestions for research and practice."
Using Oral History to Study the Personal Digital Archiving Practices of Modern Soldiers,Hinton A.,2022,"Drawing on literature from personal information management studies and on the topic of documentation of American military experiences, this article aims to help the archival profession understand the personal digital archiving practices of modern soldiers. During the summer of 2019, the author conducted oral history interviews with US Army soldiers at Fort Hood to address the questions of what personal records soldiers keep of their military experience, what they do if anything to preserve them, and how they value them. This study found that both military and socio-Technological factors contribute to a lack of digital recordkeeping among modern soldiers, that soldiers reliance on social media as ad hoc digital preservation tools leads to poor digital preservation practices, and that a majority of soldiers do not see their digital records as worthy of future historical study. The article concludes with a discussion of actions that can address these issues."
#Archives: Centering the Profession in Critical Conversations and Popular Discourse,Buchanan R.,2022,
Writing Across the Spectrum,Cary A.C.,2022,
Archiving COVID-19: A Historical Literature Review,Greenwood A.,2022,"The goal of this historical literature review is to make a macro-to-micro analysis of the effort to archive the COVID-19 pandemic, starting with a global view, moving to a national view, focusing on New York State, and ending with the examination of personal narratives within communities. This literature review will discuss the procedures and theories behind how the pandemic was archived from March 2020 to August 2021, with the intention that it will serve as a resource to help individuals understand this difficult and uncertain time from multiple perspectives. This investigation also aims to illuminate the differences in archival approaches to documenting the pandemic and suggests areas for deeper analysis and further research. A macro-to-micro analysis of archival work during the pandemic can also help archivists reevaluate their current methods and consider other ways to collect, evaluate, curate, and preserve history for posterity in times of crisis."
